,location,price,beds
959,minneapolis-mn,1250,2
960,minneapolis-mn,1300,2
961,tampa-fl,1750,3
962,tampa-fl,3122,3
963,tampa-fl,3044,3
964,tampa-fl,1800,3
965,tampa-fl,3692,3
966,tampa-fl,3285,2
967,tampa-fl,4314,3
968,tampa-fl,4520,2
969,tampa-fl,2722,2
970,tampa-fl,9505,3
971,tampa-fl,5210,2
972,tampa-fl,4755,3
973,tampa-fl,2920,3
974,tampa-fl,3790,3
975,tampa-fl,3855,3
976,tampa-fl,3137,3
977,tampa-fl,2842,3
978,tampa-fl,3641,2
979,tampa-fl,3490,2
980,tampa-fl,4844,3
981,tampa-fl,2664,2
982,tampa-fl,2135,3
983,tampa-fl,3300,4
984,tampa-fl,1790,2
985,tampa-fl,699,4
986,tampa-fl,1970,4
987,tampa-fl,1599,4
988,tampa-fl,899,4
989,tampa-fl,2474,3
990,tampa-fl,1805,2
991,tampa-fl,1379,2
992,tampa-fl,1228,4
993,tampa-fl,2604,3
994,tampa-fl,2688,3
995,tampa-fl,2285,2
996,tampa-fl,5180,3
997,tampa-fl,4694,3
998,tampa-fl,4331,3
999,tampa-fl,2216,3
1000,tampa-fl,2326,2
1001,tampa-fl,3315,2
1002,tampa-fl,890,4
1003,tampa-fl,2048,2
1004,tampa-fl,2373,3
1005,tampa-fl,1613,3
1006,tampa-fl,1900,3
1007,tampa-fl,3553,2
1008,tampa-fl,3650,2
1009,tampa-fl,1425,2
1010,tampa-fl,3152,3
1011,tampa-fl,1580,2
1012,tampa-fl,945,5
1013,tampa-fl,2400,4
1014,tampa-fl,5579,3
1015,tampa-fl,1125,4
1016,tampa-fl,1400,2
1017,tampa-fl,2275,4
1018,tampa-fl,1320,2
1019,tampa-fl,1097,2
1020,tampa-fl,1725,2
1021,tampa-fl,929,4
1022,tampa-fl,1537,2
1023,tampa-fl,1000,2
1024,tampa-fl,1700,3
1025,tampa-fl,1030,4
1026,tampa-fl,1140,2
1027,tampa-fl,1520,3
1028,tampa-fl,1162,3
1029,new-york-ny,7860,2
1030,new-york-ny,5500,2
1031,new-york-ny,14648,3
1032,new-york-ny,10354,3
1033,new-york-ny,8995,2
1034,new-york-ny,23250,4
1035,new-york-ny,7200,2
1036,new-york-ny,4350,1
1037,new-york-ny,6495,2
1038,new-york-ny,6205,2
1039,new-york-ny,7839,3
1040,new-york-ny,6617,3
1041,new-york-ny,8491,3
1042,new-york-ny,6170,3
1043,new-york-ny,5250,2
1044,new-york-ny,7455,2
1045,new-york-ny,7200,2
1046,new-york-ny,13150,4
1047,new-york-ny,7525,3
1048,new-york-ny,8995,2
1049,new-york-ny,9899,3
1050,new-york-ny,6695,2
1051,new-york-ny,6710,3
1052,new-york-ny,7395,2
1053,new-york-ny,7000,4
1054,new-york-ny,19500,4
1055,new-york-ny,23015,3
1056,new-york-ny,16190,4
1057,new-york-ny,7046,2
1058,new-york-ny,3010,1
1059,new-york-ny,12657,3
